title,kind,estMonthly,startupCost,hoursPerWeek,notes,url
Stock Media – Phone Wallpapers – Collab,passive,25,40,2.0,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Phone Wallpapers – Limited,active,75,0,0.5,Batch 3 assets/week for phone wallpapers. Automate posts.,
Stock Media – Looping B‑roll – Set A,passive,25,25,1.0,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Set B,passive,180,0,0.5,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Set C,passive,75,40,1.0,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Micro,active,180,0,2.0,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Starter,active,120,10,1.5,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Deluxe,passive,180,0,1.0,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Bundle,active,75,40,0.5,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Seasonal,active,35,0,2.0,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Collab,passive,180,0,1.0,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Looping B‑roll – Limited,passive,90,15,1.5,Batch 3 assets/week for looping b‑roll. Automate posts.,
Stock Media – Sound Effects – Set A,passive,120,15,1.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Set B,passive,45,10,1.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Set C,passive,25,0,2.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Micro,passive,150,0,1.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Starter,active,35,0,3.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Deluxe,passive,25,10,1.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Bundle,active,120,25,0.5,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Seasonal,active,35,15,1.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Collab,active,35,0,1.0,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sound Effects – Limited,passive,25,40,1.5,Batch 3 assets/week for sound effects. Automate posts.,
Stock Media – Sticker Sheets – Set A,active,75,0,2.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Set B,active,45,10,2.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Set C,passive,45,0,1.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Micro,passive,35,40,0.5,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Starter,passive,35,10,1.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Deluxe,active,150,0,3.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Bundle,passive,45,40,1.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Seasonal,active,180,0,1.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Collab,passive,45,25,1.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Sticker Sheets – Limited,passive,35,25,3.0,Batch 3 assets/week for sticker sheets. Automate posts.,
Stock Media – Brush Packs – Set A,passive,150,15,2.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Set B,active,45,10,2.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Set C,active,25,0,2.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Micro,active,35,0,2.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Starter,passive,120,0,2.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Deluxe,active,120,0,2.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Bundle,active,35,10,1.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Seasonal,passive,75,10,0.5,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Collab,passive,25,0,3.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – Brush Packs – Limited,passive,90,0,1.0,Batch 3 assets/week for brush packs. Automate posts.,
Stock Media – UI Icons – Set A,passive,25,0,2.0,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Set B,passive,45,10,1.5,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Set C,passive,120,0,1.0,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Micro,active,150,0,3.0,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Starter,active,60,0,1.0,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Deluxe,passive,120,0,1.5,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Bundle,active,90,0,2.0,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Seasonal,active,90,40,0.5,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Collab,passive,180,15,2.0,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – UI Icons – Limited,passive,150,25,3.0,Batch 3 assets/week for ui icons. Automate posts.,
Stock Media – Motion Overlays – Set A,passive,35,0,1.5,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Set B,passive,90,0,1.5,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Set C,passive,45,0,1.0,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Micro,active,25,0,1.5,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Starter,active,150,0,2.0,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Deluxe,passive,60,25,1.0,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Bundle,passive,150,15,1.0,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Seasonal,active,180,0,1.0,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Collab,passive,150,25,2.0,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Motion Overlays – Limited,passive,60,0,3.0,Batch 3 assets/week for motion overlays. Automate posts.,
Stock Media – Social Frames – Set A,active,90,0,1.5,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Set B,active,120,0,1.0,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Set C,active,150,0,2.0,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Micro,active,25,0,1.0,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Starter,active,75,0,3.0,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Deluxe,passive,90,25,0.5,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Bundle,passive,180,15,1.0,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Seasonal,active,75,0,3.0,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Collab,passive,180,15,0.5,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Social Frames – Limited,active,120,15,2.0,Batch 3 assets/week for social frames. Automate posts.,
Stock Media – Pattern Tiles – Set A,active,150,10,2.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Set B,passive,60,0,1.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Set C,passive,45,10,1.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Micro,passive,150,10,2.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Starter,passive,120,25,1.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Deluxe,active,45,15,3.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Bundle,passive,25,0,1.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Seasonal,active,120,0,1.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Collab,active,75,0,3.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Stock Media – Pattern Tiles – Limited,active,25,25,1.0,Batch 3 assets/week for pattern tiles. Automate posts.,
Courselets – 30‑min Canva – Set A,active,180,0,0.5,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Set B,passive,25,15,2.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Set C,active,180,0,2.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Micro,passive,60,0,3.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Starter,passive,150,15,1.5,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Deluxe,active,150,0,3.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Bundle,passive,120,25,1.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Seasonal,active,90,10,2.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Collab,passive,150,10,3.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – 30‑min Canva – Limited,active,120,0,2.0,Batch 3 assets/week for 30‑min canva. Automate posts.,
Courselets – Beginner Notion – Set A,passive,90,25,1.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Set B,passive,25,0,2.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Set C,passive,180,0,2.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Micro,active,90,0,2.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Starter,active,45,0,1.5,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Deluxe,passive,180,15,2.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Bundle,active,45,0,2.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Seasonal,passive,180,0,1.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Collab,passive,180,25,3.0,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Beginner Notion – Limited,active,90,0,0.5,Batch 3 assets/week for beginner notion. Automate posts.,
Courselets – Advocacy 101 – Set A,active,60,15,1.5,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Set B,active,60,25,1.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Set C,passive,120,15,3.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Micro,active,180,25,1.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Starter,passive,180,0,1.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Deluxe,active,120,0,1.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Bundle,passive,35,0,2.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Seasonal,active,75,15,2.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Collab,active,90,15,2.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – Advocacy 101 – Limited,active,120,0,2.0,Batch 3 assets/week for advocacy 101. Automate posts.,
Courselets – AI for Accessibility – Set A,active,60,40,0.5,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Set B,passive,35,25,0.5,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Set C,passive,90,10,1.5,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Micro,passive,60,10,2.0,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Starter,active,35,25,3.0,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Deluxe,passive,150,15,1.5,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Bundle,passive,120,15,0.5,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Seasonal,active,60,15,3.0,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Collab,passive,35,0,0.5,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – AI for Accessibility – Limited,active,25,0,3.0,Batch 3 assets/week for ai for accessibility. Automate posts.,
Courselets – Choreo PT at Home – Set A,active,35,0,1.5,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Set B,active,25,0,0.5,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Set C,active,25,10,2.0,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Micro,passive,45,0,3.0,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Starter,passive,90,0,2.0,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Deluxe,passive,60,40,1.0,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Bundle,passive,60,0,1.0,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Seasonal,active,75,25,0.5,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Collab,passive,120,15,1.0,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Choreo PT at Home – Limited,active,150,0,1.0,Batch 3 assets/week for choreo pt at home. Automate posts.,
Courselets – Budget in 20 – Set A,active,35,25,1.0,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Set B,passive,120,0,1.0,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Set C,passive,35,10,0.5,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Micro,active,25,25,2.0,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Starter,active,120,40,0.5,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Deluxe,active,60,0,2.0,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Bundle,passive,35,40,2.0,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Seasonal,passive,180,0,2.0,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Collab,passive,60,25,2.0,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – Budget in 20 – Limited,passive,120,15,0.5,Batch 3 assets/week for budget in 20. Automate posts.,
Courselets – YouTube in a Day – Set A,passive,60,40,3.0,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Set B,active,45,40,1.0,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Set C,passive,45,0,1.0,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Micro,passive,25,15,1.5,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Starter,active,75,0,0.5,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Deluxe,passive,25,0,1.0,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Bundle,active,60,40,1.0,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Seasonal,active,150,10,0.5,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Collab,passive,75,0,2.0,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – YouTube in a Day – Limited,passive,150,10,1.0,Batch 3 assets/week for youtube in a day. Automate posts.,
Courselets – Ko‑fi Setup – Set A,active,180,40,1.5,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Set B,passive,45,10,0.5,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Set C,passive,25,25,3.0,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Micro,passive,120,25,2.0,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Starter,active,45,0,1.5,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Deluxe,passive,90,15,3.0,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Bundle,active,150,15,1.5,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Seasonal,passive,35,15,1.0,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Collab,active,150,10,3.0,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Ko‑fi Setup – Limited,active,120,0,3.0,Batch 3 assets/week for ko‑fi setup. Automate posts.,
Courselets – Etsy POD Setup – Set A,active,180,0,1.0,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Set B,passive,45,15,2.0,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Set C,active,180,25,0.5,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Micro,passive,90,10,1.0,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Starter,passive,150,40,3.0,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Deluxe,active,75,40,1.0,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Bundle,active,120,0,2.0,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Seasonal,passive,90,40,1.0,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Collab,passive,90,15,1.5,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Etsy POD Setup – Limited,active,120,10,1.5,Batch 3 assets/week for etsy pod setup. Automate posts.,
Courselets – Idea to Income – Set A,passive,90,0,1.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Set B,active,75,0,1.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Set C,active,60,0,2.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Micro,active,25,0,2.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Starter,passive,35,40,3.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Deluxe,passive,25,15,1.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Bundle,active,75,40,0.5,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Seasonal,passive,25,10,2.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Collab,active,60,10,1.0,Batch 3 assets/week for idea to income. Automate posts.,
Courselets – Idea to Income – Limited,passive,120,25,1.0,Batch 3 assets/week for idea to income. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Set A,passive,45,0,1.5,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Set B,active,180,10,2.0,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Set C,passive,90,25,1.0,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Micro,passive,45,0,2.0,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Starter,active,150,0,1.5,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Deluxe,active,45,15,0.5,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Bundle,passive,180,40,0.5,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Seasonal,passive,90,25,0.5,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Collab,passive,45,15,1.0,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Low‑Spoon Study Hall – Limited,passive,120,25,1.0,Batch 3 assets/week for low‑spoon study hall. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Set A,active,25,0,3.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Set B,passive,75,0,2.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Set C,passive,180,10,2.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Micro,active,180,0,3.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Starter,active,25,0,0.5,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Deluxe,passive,35,15,2.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Bundle,active,60,10,0.5,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Seasonal,active,150,40,2.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Collab,passive,150,40,2.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Queer/Black Theory Notes – Limited,active,75,10,1.0,Batch 3 assets/week for queer/black theory notes. Automate posts.,
Community Patreon – Monthly Zine – Set A,active,180,40,1.0,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Set B,active,150,25,0.5,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Set C,passive,90,15,1.0,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Micro,active,150,40,0.5,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Starter,active,45,40,0.5,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Deluxe,passive,90,0,2.0,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Bundle,passive,45,10,1.0,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Seasonal,passive,60,0,2.0,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Collab,passive,60,0,0.5,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Monthly Zine – Limited,passive,90,40,1.0,Batch 3 assets/week for monthly zine. Automate posts.,
Community Patreon – Planner Drops – Set A,passive,75,0,1.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Set B,active,45,10,1.5,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Set C,active,75,10,2.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Micro,active,45,25,3.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Starter,active,180,15,1.5,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Deluxe,active,90,0,1.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Bundle,passive,45,10,2.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Seasonal,passive,120,0,2.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Collab,passive,75,40,2.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Planner Drops – Limited,active,35,0,1.0,Batch 3 assets/week for planner drops. Automate posts.,
Community Patreon – Prompt Packs – Set A,active,75,0,1.0,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Set B,passive,60,0,2.0,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Set C,active,180,15,1.0,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Micro,passive,120,15,0.5,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Starter,active,25,25,0.5,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Deluxe,active,45,15,2.0,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Bundle,passive,120,0,3.0,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Seasonal,active,90,0,1.5,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Collab,passive,150,0,1.0,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Prompt Packs – Limited,passive,90,0,3.0,Batch 3 assets/week for prompt packs. Automate posts.,
Community Patreon – Body Double Rooms – Set A,passive,180,25,1.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Set B,passive,180,40,1.5,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Set C,passive,45,25,3.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Micro,active,45,0,0.5,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Starter,passive,180,0,1.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Deluxe,passive,35,0,2.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Bundle,passive,75,25,1.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Seasonal,active,45,0,2.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Collab,passive,75,0,1.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Body Double Rooms – Limited,active,25,0,2.0,Batch 3 assets/week for body double rooms. Automate posts.,
Community Patreon – Book Club – Set A,active,150,0,3.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Set B,active,75,0,1.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Set C,active,150,10,1.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Micro,active,150,10,1.5,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Starter,active,180,25,2.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Deluxe,active,90,0,1.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Bundle,passive,90,0,3.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Seasonal,active,45,0,2.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Collab,active,180,0,1.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Book Club – Limited,active,120,25,3.0,Batch 3 assets/week for book club. Automate posts.,
Community Patreon – Rest Rituals – Set A,active,60,10,3.0,Batch 3 assets/week for rest rituals. Automate posts.,
